date,hmm_state,hmm_p_crisis,bocpd_p_change,bocpd_break_freq_30d,risk_score_raw,risk_score_calibrated,alert_p90,alert_p95
1995-06-01,2,6.094524083045626e-12,0.1159085489977493,7.0,0.002442938,0.026455027361710865,0,0
1995-06-02,2,2.4524099851997016e-13,0.12049872779940655,7.0,0.0023469983,0.03030303120613098,0,0
1995-06-05,2,9.824916876251832e-14,0.1292425717187602,7.0,0.0023012764,0.03030303120613098,0,0
1995-06-06,2,1.2736639910133893e-13,0.21735319228657268,7.0,0.002302347,0.026455027361710865,0,0
1995-06-07,2,1.5465590614624182e-13,0.10616884977249333,7.0,0.002373882,0.03030303120613098,0,0
1995-06-08,2,8.603759111996458e-13,0.08409635299306598,7.0,0.001875861,0.026455027361710865,0,0
1995-06-09,2,3.3415995318179533e-12,0.21506670612644524,7.0,0.0020088637,0.03030303120613098,0,0
1995-06-12,2,6.583338637063441e-12,0.658267880478978,8.0,0.0021732158,0.04081632693608602,0,0
1995-06-13,2,3.0204949209197198e-12,0.8475685117798697,9.0,0.0016312478,0.014522821952899298,0,0
1995-06-14,2,7.092316645589483e-13,0.8482036700364313,10.0,0.002694713,0.04081632693608602,0,0
1995-06-15,2,1.7439403250297088e-13,0.8655593108246805,10.0,0.0029321548,0.04790852529307207,0,0
1995-06-16,2,1.676086002656443e-13,0.08479852904273212,9.0,0.0032171842,0.06057316561539968,0,0
1995-06-19,2,1.0472774485973936e-13,0.07703162011137955,8.0,0.0022520653,0.026455027361710865,0,0
1995-06-20,2,1.2426287333243588e-13,0.3725697717936795,7.0,0.0018404517,0.014522821952899298,0,0
1995-06-21,2,3.147824303568438e-13,0.5536624880691285,7.0,0.0019956199,0.014522821952899298,0,0
1995-06-22,2,6.972543745667519e-13,0.22824866190670923,6.0,0.0018175474,0.014522821952899298,0,0
1995-06-23,2,5.267394026505091e-12,0.08041717090872488,6.0,0.0025894633,0.03030303120613098,0,0
1995-06-26,2,2.2465110711437755e-11,0.030772822619436917,6.0,0.0026169599,0.04081632693608602,0,0
1995-06-27,2,8.217314587303822e-11,0.04584878959451585,5.0,0.0023037805,0.026455027361710865,0,0
1995-06-28,2,4.702747903529418e-11,0.0627412905524502,5.0,0.0022307339,0.014522821952899298,0,0
1995-06-29,2,1.5040758641537588e-11,0.06171108994148201,5.0,0.0023167224,0.026455027361710865,0,0
1995-06-30,2,1.24080423667944e-12,0.25196166659682845,5.0,0.0012722377,0.014522821952899298,0,0
1995-07-03,2,1.9138399039472264e-13,0.3337678505696689,5.0,0.0016242582,0.014522821952899298,0,0
1995-07-04,2,3.728748123318273e-14,0.8085564050566042,6.0,0.0016601515,0.014522821952899298,0,0
1995-07-06,2,8.738592017696744e-14,0.1618088737200417,7.0,0.0015833996,0.014522821952899298,0,0
1995-07-07,2,4.9389664830760857e-14,0.06186588665168859,7.0,0.0017967876,0.014522821952899298,0,0
1995-07-10,2,2.4571910541765174e-14,0.38732388090445063,7.0,0.001555591,0.014522821952899298,0,0
1995-07-11,2,4.385948768138017e-14,0.6528995713600703,8.0,0.0015703994,0.014522821952899298,0,0
1995-07-12,2,7.657133319712064e-14,0.4589539127065322,8.0,0.0015313979,0.026455027361710865,0,0
1995-07-13,2,6.09172767898601e-14,0.3010729337088128,8.0,0.001639878,0.026455027361710865,0,0
1995-07-14,2,9.280462295234558e-14,0.11706984042335976,8.0,0.001571233,0.014522821952899298,0,0
1995-07-17,2,3.9203720680920905e-12,0.03753164924063583,8.0,0.0014961265,0.014522821952899298,0,0
1995-07-18,2,1.9075453590674068e-10,0.02522349291632944,8.0,0.0019382468,0.026455027361710865,0,0
1995-07-19,2,9.16758389877755e-09,0.0337241216264205,8.0,0.001356009,0.014522821952899298,0,0
1995-07-20,2,6.25006306040075e-08,0.2825773170553011,8.0,0.0015683621,0.026455027361710865,0,0
1995-07-21,2,2.087379811860438e-08,0.6617207490510095,9.0,0.0014541646,0.014522821952899298,0,0
1995-07-24,2,7.145051028162527e-10,0.8551636538847784,9.0,0.0014583538,0.014522821952899298,0,0
1995-07-25,2,1.7481468373080042e-11,0.8741871226242756,9.0,0.0015232587,0.014522821952899298,0,0
1995-07-26,2,3.082193122104459e-13,0.1625477842068227,8.0,0.0017429376,0.014522821952899298,0,0
1995-07-27,2,3.207129444776506e-14,0.6643597243762146,8.0,0.0014198463,0.014522821952899298,0,0
1995-07-28,2,2.869320145230318e-14,0.6988185971465373,9.0,0.0013587014,0.014522821952899298,0,0
1995-07-31,2,5.177973349746628e-14,0.6171897598808904,10.0,0.0018729321,0.014522821952899298,0,0
1995-08-01,2,1.1339053479694797e-13,0.03187845984431034,10.0,0.0019575458,0.014522821952899298,0,0
